label:v(.5)
8001
0	-70
0.025	-70
0.05	-70
0.075	-70
0.1	-70
0.125	-70
0.15	-70
0.175	-70
0.2	-70
0.225	-70
0.25	-70
0.275	-70
0.3	-70
0.325	-70
0.35	-70
0.375	-70
0.4	-70
0.425	-70
0.45	-70
0.475	-70
0.5	-70
0.525	-70
0.55	-70
0.575	-70
0.6	-70
0.625	-70
0.65	-70
0.675	-70
0.7	-70
0.725	-70
0.75	-70
0.775	-70
0.8	-70
0.825	-70
0.85	-70
0.875	-70
0.9	-70
0.925	-70
0.95	-70
0.975	-70
1	-70
1.025	-69.4958
1.05	-69.1047
1.075	-68.7736
1.1	-68.4803
1.125	-68.2131
1.15	-67.9651
1.175	-67.7318
1.2	-67.51
1.225	-67.2975
1.25	-67.0928
1.275	-66.8946
1.3	-66.702
1.325	-66.5142
1.35	-66.3307
1.375	-66.1509
1.4	-65.9744
1.425	-65.801
1.45	-65.6303
1.475	-65.462
1.5	-65.296
1.525	-65.6363
1.55	-65.8654
1.575	-66.0364
1.6	-66.1711
1.625	-66.2812
1.65	-66.3737
1.675	-66.4528
1.7	-66.5217
1.725	-66.5824
1.75	-66.6365
1.775	-66.6852
1.8	-66.7293
1.825	-66.7695
1.85	-66.8065
1.875	-66.8405
1.9	-66.8721
1.925	-66.9014
1.95	-66.9288
1.975	-66.9545
2	-66.9786
2.025	-67.0013
2.05	-67.0227
2.075	-67.043
2.1	-67.0623
2.125	-67.0806
2.15	-67.098
2.175	-67.1146
2.2	-67.1305
2.225	-67.1456
2.25	-67.1602
2.275	-67.1741
2.3	-67.1875
2.325	-67.2004
2.35	-67.2128
2.375	-67.2248
2.4	-67.2364
2.425	-67.2475
2.45	-67.2583
2.475	-67.2688
2.5	-67.2789
2.525	-67.2887
2.55	-67.2983
2.575	-67.3075
2.6	-67.3165
2.625	-67.3253
2.65	-67.3338
2.675	-67.3422
2.7	-67.3503
2.725	-67.3582
2.75	-67.3659
2.775	-67.3735
2.8	-67.3809
2.825	-67.3881
2.85	-67.3952
2.875	-67.4021
2.9	-67.4089
2.925	-67.4155
2.95	-67.4221
2.975	-67.4285
3	-67.4348
3.025	-67.441
3.05	-67.4471
3.075	-67.4531
3.1	-67.459
3.125	-67.4647
3.15	-67.4705
3.175	-67.4761
3.2	-67.4816
3.225	-67.4871
3.25	-67.4925
3.275	-67.4978
3.3	-67.503
3.325	-67.5082
3.35	-67.5133
3.375	-67.5184
3.4	-67.5234
3.425	-67.5283
3.45	-67.5332
3.475	-67.538
3.5	-67.5428
3.525	-67.5475
3.55	-67.5522
3.575	-67.5569
3.6	-67.5614
3.625	-67.566
3.65	-67.5705
3.675	-67.5749
3.7	-67.5794
3.725	-67.5837
3.75	-67.5881
3.775	-67.5924
3.8	-67.5967
3.825	-67.6009
3.85	-67.6051
3.875	-67.6093
3.9	-67.6134
3.925	-67.6176
3.95	-67.6216
3.975	-67.6257
4	-67.6297
4.025	-67.6337
4.05	-67.6377
4.075	-67.6416
4.1	-67.6456
4.125	-67.6495
4.15	-67.6533
4.175	-67.6572
4.2	-67.661
4.225	-67.6648
4.25	-67.6686
4.275	-67.6724
4.3	-67.6761
4.325	-67.6798
4.35	-67.6835
4.375	-67.6872
4.4	-67.6908
4.425	-67.6945
4.45	-67.6981
4.475	-67.7017
4.5	-67.7053
4.525	-67.7089
4.55	-67.7124
4.575	-67.716
4.6	-67.7195
4.625	-67.723
4.65	-67.7265
4.675	-67.7299
4.7	-67.7334
4.725	-67.7368
4.75	-67.7403
4.775	-67.7437
4.8	-67.7471
4.825	-67.7505
4.85	-67.7538
4.875	-67.7572
4.9	-67.7605
4.925	-67.7638
4.95	-67.7672
4.975	-67.7705
5	-67.7737
5.025	-67.777
5.05	-67.7803
5.075	-67.7835
5.1	-67.7868
5.125	-67.79
5.15	-67.7932
5.175	-67.7964
5.2	-67.7996
5.225	-67.8028
5.25	-67.8059
5.275	-67.8091
5.3	-67.8122
5.325	-67.8154
5.35	-67.8185
5.375	-67.8216
5.4	-67.8247
5.425	-67.8278
5.45	-67.8309
5.475	-67.834
5.5	-67.837
5.525	-67.8401
5.55	-67.8431
5.575	-67.8461
5.6	-67.8492
5.625	-67.8522
