label:ampakin[0].g
801
0.0125	5.26789e-17
0.0375	5.26789e-17
0.0625	0.0374404
0.0875	0.0860977
0.1125	0.138323
0.1375	0.19115
0.1625	0.243207
0.1875	0.293782
0.2125	0.342479
0.2375	0.389074
0.2625	0.433442
0.2875	0.475528
0.3125	0.51532
0.3375	0.552845
0.3625	0.588151
0.3875	0.621307
0.4125	0.652392
0.4375	0.681494
0.4625	0.708705
0.4875	0.734117
0.5125	0.757822
0.5375	0.77991
0.5625	0.800468
0.5875	0.819577
0.6125	0.837316
0.6375	0.853762
0.6625	0.868986
0.6875	0.883054
0.7125	0.896031
0.7375	0.907978
0.7625	0.918952
0.7875	0.929007
0.8125	0.938195
0.8375	0.946564
0.8625	0.95416
0.8875	0.961027
0.9125	0.967205
0.9375	0.972733
0.9625	0.977649
0.9875	0.981987
1.0125	0.98578
1.0375	0.989059
1.0625	0.991853
1.0875	0.99419
1.1125	0.996097
1.1375	0.997599
1.1625	0.998718
1.1875	0.999477
1.2125	0.999898
1.2375	1
1.2625	0.999802
1.2875	0.999321
1.3125	0.998576
1.3375	0.99758
1.3625	0.99635
1.3875	0.9949
1.4125	0.993243
1.4375	0.991392
1.4625	0.989359
1.4875	0.987155
1.5125	0.984791
1.5375	0.982277
1.5625	0.979623
1.5875	0.976838
1.6125	0.97393
1.6375	0.970907
1.6625	0.967778
1.6875	0.964549
1.7125	0.961228
1.7375	0.95782
1.7625	0.954332
1.7875	0.950769
1.8125	0.947137
1.8375	0.943442
1.8625	0.939688
1.8875	0.935879
1.9125	0.93202
1.9375	0.928115
1.9625	0.924168
1.9875	0.920182
2.0125	0.916162
2.0375	0.912109
2.0625	0.908028
2.0875	0.903922
2.1125	0.899792
2.1375	0.895641
2.1625	0.891473
2.1875	0.887289
2.2125	0.883091
2.2375	0.878882
2.2625	0.874663
2.2875	0.870436
2.3125	0.866203
2.3375	0.861965
2.3625	0.857725
2.3875	0.853483
2.4125	0.849241
2.4375	0.844999
2.4625	0.84076
2.4875	0.836524
2.5125	0.832293
2.5375	0.828067
2.5625	0.823847
2.5875	0.819635
2.6125	0.81543
2.6375	0.811234
2.6625	0.807048
2.6875	0.802871
2.7125	0.798706
2.7375	0.794552
2.7625	0.790409
2.7875	0.786279
2.8125	0.782162
2.8375	0.778059
2.8625	0.773969
2.8875	0.769893
2.9125	0.765831
2.9375	0.761785
2.9625	0.757754
2.9875	0.753738
3.0125	0.749738
3.0375	0.745754
3.0625	0.741786
3.0875	0.737834
3.1125	0.733899
3.1375	0.729981
3.1625	0.72608
3.1875	0.722195
3.2125	0.718328
3.2375	0.714479
3.2625	0.710646
3.2875	0.706832
3.3125	0.703035
3.3375	0.699255
3.3625	0.695494
3.3875	0.69175
3.4125	0.688024
3.4375	0.684316
3.4625	0.680626
3.4875	0.676954
3.5125	0.673299
3.5375	0.669663
3.5625	0.666045
3.5875	0.662445
3.6125	0.658863
3.6375	0.655299
3.6625	0.651752
3.6875	0.648224
3.7125	0.644714
3.7375	0.641221
3.7625	0.637747
3.7875	0.63429
3.8125	0.630851
3.8375	0.62743
3.8625	0.624026
3.8875	0.62064
3.9125	0.617272
3.9375	0.613921
3.9625	0.610588
3.9875	0.607273
4.0125	0.603974
4.0375	0.600693
4.0625	0.59743
4.0875	0.594183
4.1125	0.590954
4.1375	0.587742
4.1625	0.584547
4.1875	0.581368
4.2125	0.578207
4.2375	0.575063
4.2625	0.571935
4.2875	0.568824
4.3125	0.565729
4.3375	0.562651
4.3625	0.55959
